"V1" "V2" "V3"
"1" 1571.34738045978 10.1673641866832 748.295116899847
"2" 1541.21937596314 11.3271956198345 826.796713188977
"3" 1565.17550700212 10.5591207601088 793.158805140388
"4" 1565.30230177244 10.8614462828875 755.285091358651
"5" 1569.63902628448 10.58075988284 769.029376544741
"6" 1571.34738045978 10.1673641866832 748.295116899847
"7" 1559.24389594779 11.177704299879 805.525062330262
"8" 1559.94294315248 10.6302014713117 811.67805915982
"9" 1558.81737621105 10.8932151952014 820.728310715308
"10" 1558.98410749455 11.2744240615451 802.014094766397
"11" 1565.30230177244 10.8614462828875 755.285091358651
"12" 1565.67443197603 10.7435045483195 790.114503589185
"13" 1569.28219671074 10.3519979362956 778.977581209482
"14" 1557.91381207565 11.2766641008286 808.811850164788
"15" 1558.81737621105 10.8932151952014 820.728310715308
"16" 1553.01619664203 10.9727786699445 816.236221130682
"17" 1556.4151176579 10.8975122136512 812.940646690844
"18" 1557.91381207565 11.2766641008286 808.811850164788
"19" 1559.94294315248 10.6302014713117 811.67805915982
"20" 1560.46334988167 11.0314291295575 809.854592554458
"21" 1567.14174652649 10.4690152581193 774.979083399065
"22" 1565.14440823814 10.7557583276243 778.255133575564
"23" 1565.17550700212 10.5591207601088 793.158805140388
"24" 1569.28219671074 10.3519979362956 778.977581209482
"25" 1569.63902628448 10.58075988284 769.029376544741
"26" 1563.6436867391 10.9838282770248 798.067354533504
"27" 1564.43382516937 10.9761811639644 773.293828995637
"28" 1554.47330672287 11.0406462973106 811.872835707859
"29" 1551.13535461459 11.2265761525476 813.213934449078
"30" 1553.01619664203 10.9727786699445 816.236221130682
"31" 1548.4609131579 11.3485601158957 823.244898300378
"32" 1548.46696095551 11.1199679438989 824.836458789652
"33" 1566.64781978458 10.6257089537242 781.281425807775
"34" 1566.38090057753 10.7413257480204 790.758524408907
"35" 1566.92080888184 10.5136399584159 785.03819006313
"36" 1567.01000260441 10.4878261271593 770.499241907708
"37" 1550.76859021538 11.0385670928826 813.383116260421
"38" 1551.13535461459 11.2265761525476 813.213934449078
"39" 1564.43382516937 10.9761811639644 773.293828995637
"40" 1564.84655363075 10.8293268120613 771.367685057532
"41" 1567.80870975571 10.7332253290675 764.887145845443
"42" 1564.84655363075 10.8293268120613 771.367685057532
"43" 1565.14440823814 10.7557583276243 778.255133575564
"44" 1566.64781978458 10.6257089537242 781.281425807775
"45" 1566.92080888184 10.5136399584159 785.03819006313
"46" 1554.47330672287 11.0406462973106 811.872835707859
"47" 1556.4151176579 10.8975122136512 812.940646690844
"48" 1560.46334988167 11.0314291295575 809.854592554458
"49" 1562.34180052124 11.0569610298372 800.648456622761
"50" 1558.98410749455 11.2744240615451 802.014094766397
"51" 1559.24389594779 11.177704299879 805.525062330262
"52" 1562.34180052124 11.0569610298372 800.648456622761
"53" 1563.53547392428 10.9251754578092 800.748123066027
"54" 1553.85618302557 11.3164908084152 808.135582166365
"55" 1550.37675420776 11.1053340522062 820.163772894279
"56" 1550.73669347243 11.0445170229108 817.108072445817
"57" 1563.53547392428 10.9251754578092 800.748123066027
"58" 1563.6436867391 10.9838282770248 798.067354533504
"59" 1548.46696095551 11.1199679438989 824.836458789652
"60" 1550.37675420776 11.1053340522062 820.163772894279
"61" 1567.01000260441 10.4878261271593 770.499241907708
"62" 1567.14174652649 10.4690152581193 774.979083399065
"63" 1541.21937596314 11.3271956198345 826.796713188977
"64" 1548.4609131579 11.3485601158957 823.244898300378
"65" 1550.73669347243 11.0445170229108 817.108072445817
"66" 1550.76859021538 11.0385670928826 813.383116260421
"67" 1565.67443197603 10.7435045483195 790.114503589185
"68" 1571.34738045978 10.1673641866832 748.295116899847
"69" 1558.81737621105 10.8932151952014 820.728310715308
"70" 1559.94294315248 10.6302014713117 811.67805915982
"71" 1557.91381207565 11.2766641008286 808.811850164788
"72" 1553.01619664203 10.9727786699445 816.236221130682
"73" 1569.28219671074 10.3519979362956 778.977581209482
"74" 1569.63902628448 10.58075988284 769.029376544741
"75" 1565.17550700212 10.5591207601088 793.158805140388
"76" 1551.13535461459 11.2265761525476 813.213934449078
"77" 1565.30230177244 10.8614462828875 755.285091358651
"78" 1554.47330672287 11.0406462973106 811.872835707859
"79" 1556.4151176579 10.8975122136512 812.940646690844
"80" 1566.64781978458 10.6257089537242 781.281425807775
