"V1" "V2" "V3"
"1" 1266.4202676898 10.9825951715143 653.474505612353
"2" 1191.17405703752 11.3322890692424 670.825944132922
"3" 1210.24843731955 10.9928038588201 667.540092097328
"4" 1210.88994828074 11.2794344458886 656.911448197378
"5" 1232.73625739601 11.2408004487564 658.715553676436
"6" 1241.32408448804 11.0161108279561 653.770280471381
"7" 1193.20759970517 11.3284904341816 671.779694679577
"8" 1202.43386260619 11.1372476751149 665.159004681357
"9" 1213.81286476235 11.2607571179486 659.633699127798
"10" 1227.05022211148 11.1733651185583 663.740078421017
"11" 1227.05022211148 11.1733651185583 663.740078421017
"12" 1232.73625739601 11.2408004487564 658.715553676436
"13" 1207.15900554135 11.0914123075324 665.032396779288
"14" 1210.24843731955 10.9928038588201 667.540092097328
"15" 1242.30431875798 11.0009250880143 655.887425652646
"16" 1266.4202676898 10.9825951715143 653.474505612353
"17" 1202.43386260619 11.1372476751149 665.159004681357
"18" 1206.89487372239 11.0708529188204 665.61749210997
"19" 1210.88994828074 11.2794344458886 656.911448197378
"20" 1213.81286476235 11.2607571179486 659.633699127798
"21" 1241.32408448804 11.0161108279561 653.770280471381
"22" 1242.30431875798 11.0009250880143 655.887425652646
"23" 1206.89487372239 11.0708529188204 665.61749210997
"24" 1207.15900554135 11.0914123075324 665.032396779288
"25" 1191.17405703752 11.3322890692424 670.825944132922
"26" 1193.20759970517 11.3284904341816 671.779694679577
"27" 1210.24843731955 10.9928038588201 667.540092097328
"28" 1227.05022211148 11.1733651185583 663.740078421017
"29" 1232.73625739601 11.2408004487564 658.715553676436
"30" 1202.43386260619 11.1372476751149 665.159004681357
"31" 1266.4202676898 10.9825951715143 653.474505612353
"32" 1210.88994828074 11.2794344458886 656.911448197378
"33" 1213.81286476235 11.2607571179486 659.633699127798
"34" 1206.89487372239 11.0708529188204 665.61749210997
"35" 1241.32408448804 11.0161108279561 653.770280471381
"36" 1242.30431875798 11.0009250880143 655.887425652646
"37" 1191.17405703752 11.3322890692424 670.825944132922
"38" 1193.20759970517 11.3284904341816 671.779694679577
"39" 1210.24843731955 10.9928038588201 667.540092097328
"40" 1227.05022211148 11.1733651185583 663.740078421017
"41" 1232.73625739601 11.2408004487564 658.715553676436
"42" 1202.43386260619 11.1372476751149 665.159004681357
"43" 1206.89487372239 11.0708529188204 665.61749210997
"44" 1266.4202676898 10.9825951715143 653.474505612353
"45" 1210.88994828074 11.2794344458886 656.911448197378
"46" 1213.81286476235 11.2607571179486 659.633699127798
"47" 1241.32408448804 11.0161108279561 653.770280471381
"48" 1242.30431875798 11.0009250880143 655.887425652646
"49" 1191.17405703752 11.3322890692424 670.825944132922
"50" 1193.20759970517 11.3284904341816 671.779694679577
"51" 1227.05022211148 11.1733651185583 663.740078421017
"52" 1232.73625739601 11.2408004487564 658.715553676436
"53" 1210.24843731955 10.9928038588201 667.540092097328
"54" 1266.4202676898 10.9825951715143 653.474505612353
"55" 1202.43386260619 11.1372476751149 665.159004681357
"56" 1206.89487372239 11.0708529188204 665.61749210997
"57" 1210.88994828074 11.2794344458886 656.911448197378
